date,lag_return_1,lag_return_2,lag_return_5,rolling_20_volatility,lag_vix_1,rolling_5_mean_return,lag_squared_return
2004-01-02,-0.00044970247097813655,0.0008994005085515756,0.0007295910699127156,0.005768539237277833,18.309999465942383,0.0029160177861901077,2.0223231240384175e-07
2004-01-05,0.010818905958653868,-0.00044970247097813655,0.013221112121859566,0.0060785238471218195,18.21999931335449,0.004933880763938338,0.00011704872614219617
2004-01-06,0.000978073126939621,0.010818905958653868,0.00017968770160481755,0.005675609189730947,17.489999771118164,0.0024852729649543492,9.56627041641448e-07
2004-01-07,0.003370503508925344,0.000978073126939621,0.0008994005085515756,0.005604034220854825,16.729999542236328,0.0031234361264184545,1.1360293903678057e-05
2004-01-08,0.003976933107726965,0.003370503508925344,-0.00044970247097813655,0.005042533964048086,15.5,0.003738942646253532,1.5815996943334852e-05
2004-01-09,-0.008769754095102576,0.003976933107726965,0.010818905958653868,0.005678672970135599,15.609999656677246,0.002074932321428644,7.69085868885684e-05
2004-01-12,0.007357856060126258,-0.008769754095102576,0.000978073126939621,0.00544184355278078,16.75,0.0013827223417231223,5.4138045801536706e-05
2004-01-13,-0.0058460854435725285,0.007357856060126258,0.003370503508925344,0.005762723460369277,16.81999969482422,1.789062762069249e-05,3.4176715013550605e-05
2004-01-14,0.008316461091159758,-0.0058460854435725285,0.003976933107726965,0.005650114132102046,18.040000915527344,0.001007082144067575,6.916352508077415e-05
2004-01-15,0.0024637828476457616,0.008316461091159758,-0.008769754095102576,0.005624885763245009,16.75,0.0007044520920513344,6.070225920353458e-06
2004-01-16,0.003947581282768216,0.0024637828476457616,0.007357856060126258,0.0056305944221481455,15.5600004196167,0.003247919167625493,1.5583397984061955e-05
2004-01-20,-0.0002633520749164353,0.003947581282768216,-0.0058460854435725285,0.005307200734237609,15.0,0.0017236775406169545,6.935431536279176e-08
2004-01-21,0.007849978020764646,-0.0002633520749164353,0.008316461091159758,0.005310224438229227,15.210000038146973,0.004462890233484389,6.162215492648802e-05
2004-01-22,-0.0026101855191689866,0.007849978020764646,0.0024637828476457616,0.0053439693617123975,14.34000015258789,0.0022775609114186403,6.813068444479472e-06
2004-01-23,-0.0032275187060220763,-0.0026101855191689866,0.003947581282768216,0.005475159328753946,14.710000038146973,0.0011393006006850726,1.0416876997722417e-05
2004-01-26,0.012505681456153423,-0.0032275187060220763,-0.0002633520749164353,0.00589013409678988,14.84000015258789,0.0028509206353621143,0.00015639206868277961
2004-01-27,-0.010323546269454732,0.012505681456153423,0.007849978020764646,0.00657108142807972,14.550000190734863,0.0008388817964544548,0.00010657560757757271
2004-01-28,-0.011488386902756147,-0.010323546269454732,-0.0026101855191689866,0.006715105517844585,15.350000381469728,-0.003028791188249704,0.00013198303362741898
2004-01-29,0.0009691411801238133,-0.011488386902756147,-0.0032275187060220763,0.006712446579124817,16.780000686645508,-0.0023129258483911438,9.392346270117775e-07
2004-01-30,0.0,0.0009691411801238133,0.012505681456153423,0.006716335414617824,17.139999389648438,-0.0016674221071867287,0.0
2004-02-02,0.004308908923581866,0.0,-0.010323546269454732,0.00674728280360091,16.6299991607666,-0.00330677661370104,1.856669611172343e-05
2004-02-03,-0.0016683013910734467,0.004308908923581866,-0.011488386902756147,0.006379722219985494,17.110000610351562,-0.001575727638024783,2.7832295314575972e-06
2004-02-04,-0.008207197266471587,-0.0016683013910734467,0.0009691411801238133,0.006674309560533011,17.34000015258789,-0.000919489710767871,6.73580869707787e-05
2004-02-05,0.0029200064437923693,-0.008207197266471587,0.0,0.006663560354129895,17.8700008392334,-0.0005293166580341598,8.52643763178896e-06
2004-02-06,0.011158548437853332,0.0029200064437923693,0.004308908923581866,0.007064319337517297,17.709999084472656,0.0017023930295365064,0.00012451320323991904
2004-02-09,0.0002615720151536937,0.011158548437853332,-0.0016683013910734467,0.006723037588814369,16.0,0.0008929256478508726,6.841991911156416e-08
2004-02-10,0.0032271134570805568,0.0002615720151536937,-0.008207197266471587,0.006576750869232131,16.389999389648438,0.001872008617481673,1.0414261264870423e-05
2004-02-11,0.010566430101818774,0.0032271134570805568,0.0029200064437923693,0.006737027316145202,15.9399995803833,0.005626734091139745,0.0001116494450966219
2004-02-12,-0.0036247646985173273,0.010566430101818774,0.011158548437853332,0.0066327597603452375,15.390000343322754,0.004317779862677807,1.3138919119617411e-05
2004-02-13,-0.004506707290746868,-0.0036247646985173273,0.0002615720151536937,0.006730792570863762,15.3100004196167,0.0011847287169577656,2.0310410604470974e-05
2004-02-17,0.008992997383858095,-0.004506707290746868,0.0032271134570805568,0.006954114752741317,15.579999923706056,0.002931013790698646,8.087400194607855e-05
2004-02-18,-0.004400327808637876,0.008992997383858095,0.010566430101818774,0.007049595620207972,15.399999618530272,0.0014055255375549594,1.9362884823471815e-05
2004-02-19,-0.0037245121846386287,-0.004400327808637876,-0.0036247646985173273,0.006899634432236388,15.59000015258789,-0.001452662919736521,1.3871991013521611e-05
2004-02-20,-0.0030425543706586156,-0.0037245121846386287,-0.004506707290746868,0.0069091003471190805,15.800000190734863,-0.0013362208541647788,9.257137098413844e-06
2004-02-23,-0.0025270223680431366,-0.0030425543706586156,0.008992997383858095,0.006893449672924765,16.040000915527344,-0.0009402838696240326,6.385842048590342e-06
2004-02-24,-0.001746980298422271,-0.0025270223680431366,-0.004400327808637876,0.006246546337662201,16.290000915527344,-0.0030882794060801055,3.0519401630755673e-06
2004-02-25,0.0041871564989883385,-0.001746980298422271,-0.0037245121846386287,0.005895807981309737,15.899999618530272,-0.0013707825445548629,1.753227954702028e-05
