date,target_next_return
2004-01-02,0.010818905958653868
2004-01-05,0.000978073126939621
2004-01-06,0.003370503508925344
2004-01-07,0.003976933107726965
2004-01-08,-0.008769754095102576
2004-01-09,0.007357856060126258
2004-01-12,-0.0058460854435725285
2004-01-13,0.008316461091159758
2004-01-14,0.0024637828476457616
2004-01-15,0.003947581282768216
2004-01-16,-0.0002633520749164353
2004-01-20,0.007849978020764646
2004-01-21,-0.0026101855191689866
2004-01-22,-0.0032275187060220763
2004-01-23,0.012505681456153423
2004-01-26,-0.010323546269454732
2004-01-27,-0.011488386902756147
2004-01-28,0.0009691411801238133
2004-01-29,0.0
2004-01-30,0.004308908923581866
2004-02-02,-0.0016683013910734467
2004-02-03,-0.008207197266471587
2004-02-04,0.0029200064437923693
2004-02-05,0.011158548437853332
2004-02-06,0.0002615720151536937
2004-02-09,0.0032271134570805568
2004-02-10,0.010566430101818774
2004-02-11,-0.0036247646985173273
2004-02-12,-0.004506707290746868
2004-02-13,0.008992997383858095
2004-02-17,-0.004400327808637876
2004-02-18,-0.0037245121846386287
2004-02-19,-0.0030425543706586156
2004-02-20,-0.0025270223680431366
2004-02-23,-0.001746980298422271
2004-02-24,0.0041871564989883385
2004-02-25,0.0006095647842306427
2004-02-26,0.0006958339064092139
2004-02-27,0.009862366487084634
2004-03-01,-0.005870864758476427
2004-03-02,0.0018170404927621996
2004-03-03,0.0025890389253499257
2004-03-04,0.003357222101411374
2004-03-05,-0.012276758254307324
2004-03-08,-0.004009092259389134
2004-03-09,-0.016910900439841316
2004-03-10,-0.013053674141846527
2004-03-11,0.013053674141846506
2004-03-12,-0.012334031177759856
2004-03-15,0.005292152955071221
2004-03-16,0.011119611850172347
2004-03-17,0.00026534257152265267
2004-03-18,-0.01443722731014381
2004-03-19,-0.012777229015851856
2004-03-22,-0.0017339877888837387
2004-03-23,0.0008218915199839623
2004-03-24,0.013148888919016057
2004-03-25,0.0002700999571963946
2004-03-26,0.0139525250200038
2004-03-29,0.003369926197262988
2004-03-30,0.0011493479048444058
2004-03-31,0.005995109448293847
2004-04-01,0.0075299693876451764
2004-04-02,0.0054804926870521105
2004-04-05,-0.0032150498065409558
2004-04-06,-0.0023528661797352127
2004-04-07,-0.002270785503764603
2004-04-08,0.003927131131842469
2004-04-12,-0.01412128491635026
2004-04-13,0.0015887243964732261
2004-04-14,-0.0037996056460141724
2004-04-15,0.007672270598469732
2004-04-16,0.0
2004-04-19,-0.016921477424637996
2004-04-20,0.006678815896149231
2004-04-21,0.013925567725736929
2004-04-22,0.0009622285243910962
2004-04-23,-0.001400011684131495
2004-04-26,0.0008753747492493744
2004-04-27,-0.013032874418331217
2004-04-28,-0.008813990618727348
2004-04-29,-0.00781022829567305
2004-04-30,0.010667917477383814
2004-05-03,-0.000802625330688731
2004-05-04,0.006404052458784507
2004-05-05,-0.008638057347061473
2004-05-06,-0.016684307635597622
2004-05-07,-0.010329507320403039
2004-05-10,0.008418321540586481
2004-05-11,0.006357882871344791
2004-05-12,-0.0041735222024439625
2004-05-13,0.0004544318189216219
2004-05-14,-0.008579218720329912
2004-05-17,0.005028430608683492
2004-05-18,-0.0034717212401933774
2004-05-19,0.0031986394266748457
2004-05-20,0.0017314586354327916
2004-05-21,0.004180557402035831
2004-05-24,0.014226507275752196
2004-05-25,0.003480863486985784
2004-05-26,0.005597151040614419
2004-05-27,-8.84898816659607e-05
2004-05-28,-0.0013300162579057437
2004-06-01,0.00371963735219724
2004-06-02,-0.009235854613678183
2004-06-03,0.007909319030929304
2004-06-04,0.015108600429702945
2004-06-07,0.00139421215084457
2004-06-08,-0.009359993253372705
2004-06-09,0.004910024638779975
2004-06-10,-0.009931372492566377
2004-06-14,0.007040849332098294
2004-06-15,-0.00017520239236267673
2004-06-16,-0.001492372743508673
2004-06-17,0.0018849280990550423
2004-06-18,-0.003791360049742445
2004-06-21,0.0050229711653070365
2004-06-22,0.008576777983620953
2004-06-23,-0.0031421565135354435
2004-06-24,-0.0048195346366144195
2004-06-25,-0.0034315247931044368
2004-06-28,0.004133789253986257
2004-06-29,0.005340603753355429
2004-06-30,-0.0139801414852413
2004-07-01,-0.0005312230615895477
2004-07-02,-0.008809229538756671
2004-07-06,0.0029446340049331756
2004-07-07,-0.0069743576460312125
2004-07-08,0.002598477230243644
2004-07-09,0.00044777172539271364
2004-07-12,0.0007150998160811937
2004-07-13,-0.0030435563966268665
2004-07-14,-0.006477313374468629
2004-07-15,-0.0008128540809930962
2004-07-16,-0.004254005114090797
2004-07-19,0.012618976031001178
2004-07-20,-0.018623812132682816
2004-07-21,0.002733092030872612
2004-07-22,-0.008407987523906462
2004-07-23,-0.001928857248561946
2004-07-26,0.009335786064699203
2004-07-27,0.0030013149185170625
2004-07-28,0.004259922003921699
2004-07-29,0.002439149801918605
2004-07-30,0.002072339442576531
2004-08-02,-0.007772522664502867
2004-08-03,-9.071034907748556e-05
2004-08-04,-0.016469069085410508
2004-08-05,-0.014401751956123664
2004-08-06,0.0014029279572337731
2004-08-09,0.012814470649324903
2004-08-10,-0.002031610224165853
2004-08-11,-0.01096994603614408
2004-08-12,0.001961590781971682
2004-08-13,0.010302106658393683
2004-08-16,0.005616334095306991
2004-08-17,0.010230884944033632
2004-08-18,-0.0029123111630597704
2004-08-19,0.006994087629000797
2004-08-20,-0.0025377142503614034
2004-08-23,0.0013602056727667954
2004-08-24,0.006773413614727971
2004-08-25,0.0
2004-08-26,0.003146078745118627
2004-08-27,-0.008289766601456111
2004-08-30,0.005233663427414538
2004-08-31,0.0018887469646783177
2004-09-01,0.011254930975619757
2004-09-02,-0.004094336525499355
